,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,nematode_feeding,nematode_ecology,decay_type,growth_form,,,,
477,955,Albifimbria_verrucaria,KU845893,SH1074164.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria_verrucaria,Albifimbria_verrucaria_SH1074164.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
478,956,Agaricales_sp,UDB05241666,SH0948309.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH0948309.09FU,NA,NA,,,NA,NA,,,,
479,957,Acremonium_rutilum,AB540580,SH1072909.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_rutilum,Acremonium_rutilum_SH1072909.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
480,958,Absidia_sp,UDB0819400,SH0912417.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia_sp,Absidia_sp_SH0912417.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
481,959,Spizellomycetaceae_sp,UDB07378871,SH1213935.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomycetaceae_gen_Incertae_sedis,Spizellomycetaceae_sp,Spizellomycetaceae_sp_SH1213935.09FU,NA,NA,,,NA,NA,,,,
482,960,Sonoraphlyctis_ranzonii,EU379201,SH1044521.09FU,refs,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,Sonoraphlyctis_ranzonii,Sonoraphlyctis_ranzonii_SH1044521.09FU,soil_saprotroph,litter_saprotroph,,,leaf/fruit/seed,soil,zoosporic-rhizomycelial_(chytrid-like),,,
483,961,Rhizophlyctidales_sp,KF675694,SH1273222.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1273222.09FU,NA,NA,,,NA,NA,,,,
484,964,Spizellomycetales_sp,UDB07380345,SH1205578.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1205578.09FU,NA,NA,,,NA,NA,,,,
485,965,Powellomycetaceae_sp,UDB02045779,SH1159082.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomycetaceae_gen_Incertae_sedis,Powellomycetaceae_sp,Powellomycetaceae_sp_SH1159082.09FU,NA,NA,,,NA,NA,,,,
486,967,Rhizophlyctidales_sp,UDB06395566,SH1259758.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1259758.09FU,NA,NA,,,NA,NA,,,,
487,972,Geranomyces_michiganensis,MT730745,SH1016637.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_michiganensis,Geranomyces_michiganensis_SH1016637.09FU,pollen_saprotroph,NA,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
488,973,Rhizophlyctidales_sp,UDB06398463,SH1124604.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1124604.09FU,NA,NA,,,NA,NA,,,,
489,974,Rhizophlyctidales_sp,DQ421184,SH1268462.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1268462.09FU,NA,NA,,,NA,NA,,,,
490,975,Idriella_sp,UDB03590850,SH1265358.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,Idriella_sp,Idriella_sp_SH1265358.09FU,litter_saprotroph,root_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
491,976,Mucor_racemosus,JN205898,SH3061759.09FU,refs,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Mucor_racemosus_SH3061759.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
492,977,Penicillium_polonicum,AF033475,SH0884485.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_polonicum,Penicillium_polonicum_SH0884485.09FU,unspecified_saprotroph,foliar_endophyte,,,soil,filamentous_mycelium,,,,
493,983,Cladorrhinum_flexuosum,HQ130707,SH0945332.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,Cladorrhinum_flexuosum,Cladorrhinum_flexuosum_SH0945332.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
494,985,Spizellomycetales_sp,UDB07388024,SH1327930.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1327930.09FU,NA,NA,,,NA,NA,,,,
495,986,Spizellomycetales_sp,UDB0547026,SH1123936.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1123936.09FU,NA,NA,,,NA,NA,,,,
496,987,Spizellomycetaceae_sp,UDB07378594,SH1262590.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomycetaceae_gen_Incertae_sedis,Spizellomycetaceae_sp,Spizellomycetaceae_sp_SH1262590.09FU,NA,NA,,,NA,NA,,,,
497,990,Agaricomycetes_sp,UDB07364335,SH1011663.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH1011663.09FU,NA,NA,,,NA,NA,,,,
498,992,Rhizophydiales_sp,UDB06472487,SH1103768.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1103768.09FU,NA,NA,,,NA,NA,,,,
499,994,Marasmiaceae_sp,UDB03234140,SH1232979.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmiaceae_gen_Incertae_sedis,Marasmiaceae_sp,Marasmiaceae_sp_SH1232979.09FU,NA,NA,,,NA,NA,,,,
500,997,Blastocladiomycota_sp,UDB01529033,SH1231758.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycota_cls_Incertae_sedis,Blastocladiomycota_ord_Incertae_sedis,Blastocladiomycota_fam_Incertae_sedis,Blastocladiomycota_gen_Incertae_sedis,Blastocladiomycota_sp,Blastocladiomycota_sp_SH1231758.09FU,NA,NA,,,NA,NA,,,,
501,999,Spizellomycetales_sp,UDB07385803,SH1100104.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1100104.09FU,NA,NA,,,NA,NA,,,,
502,1000,Idriella_sp,UDB03591025,SH1265381.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,Idriella_sp,Idriella_sp_SH1265381.09FU,litter_saprotroph,root_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
503,1001,Fimicolochytrium_jonesii,UDB02045705,SH1200289.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,Fimicolochytrium_jonesii,Fimicolochytrium_jonesii_SH1200289.09FU,pollen_saprotroph,algal_parasite,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
504,1006,Spizellomycetales_sp,UDB07381056,SH1121493.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1121493.09FU,NA,NA,,,NA,NA,,,,
505,1007,Serendipita_sp,UDB06999398,SH1270181.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp,Serendipita_sp_SH1270181.09FU,root_endophyte,soil_saprotroph,,,soil,filamentous_mycelium,,,,
506,1008,Rhizophlyctidaceae_sp,UDB06382312,SH1249745.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1249745.09FU,NA,NA,,,NA,NA,,,,
507,1009,Iodophanus_sp,UDB02164982,SH0898387.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus_sp,Iodophanus_sp_SH0898387.09FU,soil_saprotroph,dung_saprotroph,,,soil,dung,burnt_material,filamentous_mycelium,,
508,1010,Fusarium_sp,GU721385,SH1060282.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp,Fusarium_sp_SH1060282.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
509,1012,Cladosporium_velox,DQ780361,SH4359434.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_velox,Cladosporium_velox_SH4359434.09FU,litter_saprotroph,plant_pathogen,,,wood,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium
510,1015,Xylariales_sp,UDB07532243,SH0963264.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Xylariales_gen_Incertae_sedis,Xylariales_sp,Xylariales_sp_SH0963264.09FU,NA,NA,,,NA,NA,,,,
511,1018,Nectriaceae_sp,KX515816,SH1110964.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectriaceae_gen_Incertae_sedis,Nectriaceae_sp,Nectriaceae_sp_SH1110964.09FU,NA,NA,,,NA,NA,,,,
512,1019,Fungi_sp,UDB0746953,SH1166689.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1166689.09FU,NA,NA,,,NA,NA,,,,
513,1020,Fungi_sp,UDB02104420,SH1100967.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1100967.09FU,NA,NA,,,NA,NA,,,,
514,1021,Fungi_sp,JX331992,SH1079235.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1079235.09FU,NA,NA,,,NA,NA,,,,
515,1028,Agaricomycetes_sp,UDB0515161,SH1014179.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH1014179.09FU,NA,NA,,,NA,NA,,,,
516,1029,Spizellomycetales_sp,UDB0298075,SH1171275.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1171275.09FU,NA,NA,,,NA,NA,,,,
517,1030,Rhizophlyctis_sp,UDB06416516,SH1154458.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_sp,Rhizophlyctis_sp_SH1154458.09FU,litter_saprotroph,algal_parasite,,,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
518,1031,Rhizophlyctidales_sp,UDB06401792,SH1109732.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1109732.09FU,NA,NA,,,NA,NA,,,,
519,1032,Rhizophlyctidaceae_sp,UDB06381529,SH1249750.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1249750.09FU,NA,NA,,,NA,NA,,,,
520,1034,Fungi_sp,UDB02149848,SH1222881.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1222881.09FU,NA,NA,,,NA,NA,,,,
521,1042,Vishniacozyma_dimennae,AY188365,SH0999930.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_dimennae,Vishniacozyma_dimennae_SH0999930.09FU,soil_saprotroph,NA,,,soil,yeast,,,,
522,1046,Spizellomycetales_sp,UDB07383950,SH1121492.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1121492.09FU,NA,NA,,,NA,NA,,,,
523,1047,Spizellomycetaceae_sp,MT730794,SH1158939.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomycetaceae_gen_Incertae_sedis,Spizellomycetaceae_sp,Spizellomycetaceae_sp_SH1158939.09FU,NA,NA,,,NA,NA,,,,
524,1048,Rhizophlyctis_sp,UDB06429318,SH1213999.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_sp,Rhizophlyctis_sp_SH1213999.09FU,litter_saprotroph,algal_parasite,,,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
525,1050,Paraphaeosphaeria_sporulosa,UDB03682713,SH1068174.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_sporulosa,Paraphaeosphaeria_sporulosa_SH1068174.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
526,1052,Hannaella_luteola,AF444323,SH1003218.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_luteola,Hannaella_luteola_SH1003218.09FU,animal_decomposer,animal_decomposer,,,animal_material,yeast,,,,
527,1053,Geranomyces_variabilis,MT730940,SH1018748.09FU,refs,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_variabilis,Geranomyces_variabilis_SH1018748.09FU,pollen_saprotroph,NA,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
528,1054,Fungi_sp,UDB02149895,SH1222879.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1222879.09FU,NA,NA,,,NA,NA,,,,
529,1055,Fimicolochytrium_sp,UDB02044775,SH1159087.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,Fimicolochytrium_sp,Fimicolochytrium_sp_SH1159087.09FU,pollen_saprotroph,algal_parasite,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
530,1064,Dioszegia_zsoltii,AF385445,SH1004025.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_zsoltii,Dioszegia_zsoltii_SH1004025.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,yeast,,,,
531,1072,Chytridiomycota_sp,UDB02284502,SH1195613.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1195613.09FU,NA,NA,,,NA,NA,,,,
532,1073,Chytridiomycota_sp,UDB02280180,SH0953023.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH0953023.09FU,NA,NA,,,NA,NA,,,,
533,1076,Blastocladiomycota_sp,UDB01530039,SH1231759.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycota_cls_Incertae_sedis,Blastocladiomycota_ord_Incertae_sedis,Blastocladiomycota_fam_Incertae_sedis,Blastocladiomycota_gen_Incertae_sedis,Blastocladiomycota_sp,Blastocladiomycota_sp_SH1231759.09FU,NA,NA,,,NA,NA,,,,
534,1077,Blastocladiomycota_sp,UDB01529248,SH1111937.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycota_cls_Incertae_sedis,Blastocladiomycota_ord_Incertae_sedis,Blastocladiomycota_fam_Incertae_sedis,Blastocladiomycota_gen_Incertae_sedis,Blastocladiomycota_sp,Blastocladiomycota_sp_SH1111937.09FU,NA,NA,,,NA,NA,,,,
535,1078,Ascomycota_sp,MT786373,SH1069031.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1069031.09FU,NA,NA,,,NA,NA,,,,
536,1080,Alternaria_angustiovoidea,MH861939,SH4323089.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_angustiovoidea,Alternaria_angustiovoidea_SH4323089.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
537,1081,Vishniacozyma_globispora,AF444407,SH0999928.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_globispora,Vishniacozyma_globispora_SH0999928.09FU,soil_saprotroph,NA,,,soil,yeast,,,,
538,1082,Veronaea_aquatica,MW046892,SH2019548.09FU,refs_singleton,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea_aquatica,Veronaea_aquatica_SH2019548.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,dimorphic_yeast,,,,
539,1084,Tulasnellaceae_sp,FJ809764,SH1267482.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnellaceae_gen_Incertae_sedis,Tulasnellaceae_sp,Tulasnellaceae_sp_SH1267482.09FU,NA,NA,,,NA,NA,,,,
540,1085,Trichoderma_viride,DQ677655,SH3106886.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_viride,Trichoderma_viride_SH3106886.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
541,1086,Trichoderma_theobromicola,DQ109525,SH3106317.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_theobromicola,Trichoderma_theobromicola_SH3106317.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
542,1087,Trichoderma_spirale,EU280068,SH0961555.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_spirale,Trichoderma_spirale_SH0961555.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
543,1091,Symmetrospora_sp,AY479978,SH3798115.09FU,refs,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora_sp,Symmetrospora_sp_SH3798115.09FU,litter_saprotroph,litter_saprotroph,,,leaf/fruit/seed,yeast,,,,
544,1098,Spizellomycetales_sp,UDB07392021,SH1329923.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1329923.09FU,NA,NA,,,NA,NA,,,,
545,1099,Spizellomycetales_sp,UDB07391106,SH1185362.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1185362.09FU,NA,NA,,,NA,NA,,,,
546,1100,Spizellomycetales_sp,UDB07384236,SH1204991.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1204991.09FU,NA,NA,,,NA,NA,,,,
547,1101,Spizellomycetales_sp,UDB07381714,SH1171278.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1171278.09FU,NA,NA,,,NA,NA,,,,
548,1102,Spizellomyces_sp,AB520471,SH1158937.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_sp,Spizellomyces_sp_SH1158937.09FU,pollen_saprotroph,NA,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
549,1104,Septoglomus_sp,UDB06941702,SH1145875.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_sp,Septoglomus_sp_SH1145875.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
550,1105,Septoglomus_sp,UDB06941698,SH0939983.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_sp,Septoglomus_sp_SH0939983.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
551,1106,Rhizophydiales_sp,UDB06474678,SH1183034.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1183034.09FU,NA,NA,,,NA,NA,,,,
552,1107,Rhizophydiales_sp,UDB06469703,SH1089224.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1089224.09FU,NA,NA,,,NA,NA,,,,
553,1108,Rhizophlyctis_rosea,UDB06416479,SH1067597.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,Rhizophlyctis_rosea_SH1067597.09FU,litter_saprotroph,algal_parasite,,,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
554,1109,Rhizophlyctidales_sp,UDB06402891,SH1210538.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1210538.09FU,NA,NA,,,NA,NA,,,,
555,1110,Rhizophlyctidales_sp,UDB06401678,SH1214514.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1214514.09FU,NA,NA,,,NA,NA,,,,
556,1111,Rhizophlyctidales_sp,UDB06398484,SH1115206.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1115206.09FU,NA,NA,,,NA,NA,,,,
557,1112,Rhizophlyctidales_sp,UDB06391617,SH1265128.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1265128.09FU,NA,NA,,,NA,NA,,,,
558,1113,Rhizophlyctidaceae_sp,UDB06389073,SH1249751.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1249751.09FU,NA,NA,,,NA,NA,,,,
559,1114,Rhizophagus_sp,AJ872044,SH0907798.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp,Rhizophagus_sp_SH0907798.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
